,"Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office"
"READING_DATE","Forge Hallway - Temperature","Forge Room - Temperature","IT Closet-Temperature","Temp South Wall","Temp.Coil_A","Temp.Coil_B","Temp.Coil_C","Temperature North Wall"
03/15/2011 02:00:00,18.57500,20.13333,25.65833,-1.91667,,,,1.04167
03/15/2011 03:00:00,18.33333,19.90000,25.34167,-2.53333,,,,0.57500
03/15/2011 04:00:00,18.15833,19.65833,25.06667,-3.03333,,,,-0.35833
03/15/2011 05:00:00,17.95000,19.50000,24.85833,-3.40000,,,,-0.28333
03/15/2011 06:00:00,18.05000,19.40000,24.77500,-2.88333,,,,-0.28333
03/15/2011 07:00:00,18.42500,19.55000,24.79167,-2.95833,,,,-0.86667
03/15/2011 08:00:00,20.48333,22.13333,25.45833,1.23333,,,,-0.26667
03/15/2011 09:00:00,21.50833,22.92500,26.37500,10.14167,,,,1.62500
03/15/2011 10:00:00,21.20000,22.07500,26.70000,14.06667,,,,3.10000
03/15/2011 11:00:00,21.90833,22.80833,27.02500,17.39167,,,,4.87500
03/15/2011 12:00:00,22.79167,23.33333,27.42500,18.30000,,,,6.58333
03/15/2011 13:00:00,23.29167,23.39167,27.81667,17.18333,,,,7.48333
03/15/2011 14:00:00,23.61667,23.71667,29.55833,15.13333,,,,8.25833
03/15/2011 15:00:00,24.08333,23.71667,32.04167,12.97500,,,,9.08333
03/15/2011 16:00:00,24.20000,23.77500,33.36667,9.67500,,,,8.57500
03/15/2011 17:00:00,23.21667,23.59167,34.07500,7.91667,,,,7.45833
03/15/2011 18:00:00,22.42500,23.17500,34.24167,6.62500,,,,6.61667
03/15/2011 19:00:00,21.59167,22.74167,34.13333,5.65833,,,,5.90833
03/15/2011 20:00:00,20.91667,22.24167,33.86667,5.36667,,,,5.70833
03/15/2011 21:00:00,20.44167,21.83333,33.65833,5.22500,,,,6.00000
03/15/2011 22:00:00,20.05833,21.49167,33.40833,5.13333,,,,6.05000
03/15/2011 23:00:00,19.73333,21.20833,33.20833,4.60000,,,,6.10000
03/16/2011 00:00:00,19.46667,20.94167,32.96667,4.40833,,,,6.00833
03/16/2011 01:00:00,19.28333,20.69167,32.66667,3.99167,,,,5.88333
03/16/2011 02:00:00,19.04167,20.45833,32.37500,3.87500,,,,5.70833
03/16/2011 03:00:00,18.95000,20.31667,32.10833,3.70000,,,,5.57500
03/16/2011 04:00:00,18.84167,20.13333,31.94167,3.65000,,,,5.45000
03/16/2011 05:00:00,18.71667,20.02500,31.77500,3.68333,,,,5.58333
03/16/2011 06:00:00,18.87500,20.00833,31.65000,4.57500,,,,5.89167
03/16/2011 07:00:00,19.23333,20.31667,31.60000,5.79167,,,,6.13333
03/16/2011 08:00:00,21.05000,22.65833,31.90833,4.27500,,,,6.15000
03/16/2011 09:00:00,20.95000,21.70833,32.54167,4.71667,,,,6.59167
03/16/2011 10:00:00,21.18333,22.43333,33.01667,5.49167,,,,7.12500
03/16/2011 11:00:00,21.39167,22.62500,33.28333,6.90833,,,,7.76667
03/16/2011 12:00:00,21.54167,22.93333,33.55833,7.60000,,,,8.16667
03/16/2011 13:00:00,20.88333,21.85000,33.71667,8.90000,,,,8.11667
03/16/2011 14:00:00,21.12500,21.74167,33.75833,12.19167,,,,8.92500
03/16/2011 15:00:00,21.73333,21.88333,33.83333,13.41667,,,,9.44167
03/16/2011 16:00:00,24.00833,22.46667,33.98333,12.42500,,,,10.48333
03/16/2011 17:00:00,24.60833,22.96667,34.28333,11.35000,,,,11.94167
03/16/2011 18:00:00,24.07500,23.00833,34.50000,9.18333,,,,12.06667
03/16/2011 19:00:00,22.52500,22.68333,34.55833,7.38333,,,,10.41667
03/16/2011 20:00:00,21.05000,21.97500,34.29167,6.29167,,,,9.15833
03/16/2011 21:00:00,20.15833,21.35833,33.86667,5.39167,,,,8.15000
03/16/2011 22:00:00,19.47500,20.76667,33.45000,4.10833,,,,6.67500
03/16/2011 23:00:00,18.94167,20.27500,33.15833,3.71667,,,,6.56667
03/17/2011 00:00:00,18.47500,19.85833,32.78333,3.15000,,,,6.05833
03/17/2011 01:00:00,18.12500,19.51667,32.38333,2.97500,,,,6.13333
03/17/2011 02:00:00,17.79167,19.23333,31.98333,2.75000,,,,5.24167
03/17/2011 03:00:00,17.69167,18.99167,31.64167,3.18333,,,,5.58333
03/17/2011 04:00:00,17.50000,18.85833,31.41667,2.68333,,,,5.10000
03/17/2011 05:00:00,17.40000,18.64167,31.16667,2.52500,,,,5.61667
03/17/2011 06:00:00,17.30833,18.47500,31.03333,2.89167,,,,4.59167
03/17/2011 07:00:00,17.70833,18.62500,30.92500,3.93333,,,,5.80833
03/17/2011 08:00:00,20.50833,22.10000,31.10833,4.80833,,,,6.38333
03/17/2011 09:00:00,21.25833,22.32500,31.98333,8.83333,,,,7.71667
03/17/2011 10:00:00,21.10000,21.84167,32.40000,12.42500,,,,9.45000
03/17/2011 11:00:00,21.37500,21.99167,32.68333,15.18333,,,,10.84167
03/17/2011 12:00:00,21.80833,22.15833,33.09167,17.10833,,,,12.10833
03/17/2011 13:00:00,22.56667,22.45833,33.40000,17.96667,,,,13.82500
03/17/2011 14:00:00,22.74167,22.95833,33.73333,17.16667,,,,14.05000
03/17/2011 15:00:00,22.70000,23.28333,33.40833,16.82500,,,,14.67500
03/17/2011 16:00:00,22.78333,23.30000,30.25833,16.65000,,,,15.43333
03/17/2011 17:00:00,23.44167,23.35000,29.40833,16.15000,,,,16.10000
03/17/2011 18:00:00,23.06667,23.35000,29.15000,15.40833,,,,15.50833
03/17/2011 19:00:00,22.26667,23.02500,28.80833,14.50000,,,,14.59167
03/17/2011 20:00:00,21.75000,22.67500,28.46667,14.05833,,,,14.26667
03/17/2011 21:00:00,21.46667,22.50000,28.13333,14.85000,,,,14.30000
03/17/2011 22:00:00,21.45000,22.45833,27.87500,14.65833,,,,14.58333
03/17/2011 23:00:00,21.15833,22.16667,27.85833,14.16667,,,,14.56667
03/18/2011 00:00:00,21.00833,22.00833,27.55833,14.57500,,,,14.95833
03/18/2011 01:00:00,20.87500,21.89167,27.35833,14.39167,,,,14.93333
03/18/2011 02:00:00,20.78333,21.80833,27.24167,14.73333,,,,15.21667
03/18/2011 03:00:00,20.79167,21.80000,27.10833,14.50833,,,,15.16667
03/18/2011 04:00:00,20.73333,21.74167,27.05833,14.48333,,,,14.00000
03/18/2011 05:00:00,20.41667,21.43333,26.87500,12.85000,,,,11.51667
03/18/2011 06:00:00,20.00000,21.12500,26.63333,9.67500,,,,9.59167
03/18/2011 07:00:00,19.73333,20.90833,26.40000,8.08333,,,,8.49167
03/18/2011 08:00:00,21.20833,22.56667,26.67500,11.28333,,,,8.09167
03/18/2011 09:00:00,21.00000,21.71667,26.85000,15.94167,,,,8.60833
03/18/2011 10:00:00,21.08333,21.75000,26.80000,19.59167,,,,9.34167
03/18/2011 11:00:00,21.49167,21.91667,26.89167,21.73333,,,,9.94167
03/18/2011 12:00:00,22.06667,22.20833,27.12500,22.13333,,,,11.23333
03/18/2011 13:00:00,22.50833,22.46667,27.38333,21.84167,,,,12.41667
03/18/2011 14:00:00,22.74167,22.69167,27.64167,20.20000,,,,12.92500
03/18/2011 15:00:00,23.01667,23.08333,27.99167,18.22500,,,,13.08333
03/18/2011 16:00:00,22.96667,23.30000,28.30833,15.64167,,,,11.72500
03/18/2011 17:00:00,22.41667,23.15000,28.35833,12.85000,,,,9.99167
03/18/2011 18:00:00,21.85833,22.84167,28.21667,12.15000,,,,8.16667
03/18/2011 19:00:00,21.33333,22.47500,27.96667,9.52500,,,,6.93333
03/18/2011 20:00:00,20.81667,22.08333,27.64167,7.89167,,,,6.10000
03/18/2011 21:00:00,20.34167,21.75000,27.26667,7.73333,,,,5.85833
03/18/2011 22:00:00,19.95000,21.36667,26.90000,6.14167,,,,4.70833
03/18/2011 23:00:00,19.54167,21.03333,26.70000,4.40000,,,,4.60833
03/19/2011 00:00:00,19.29167,20.75000,26.32500,4.80000,,,,4.28333
03/19/2011 01:00:00,19.12500,20.51667,26.00000,4.97500,,,,3.70833
03/19/2011 02:00:00,18.92500,20.31667,25.80000,4.00833,,,,3.72500
03/19/2011 03:00:00,18.76667,20.13333,25.64167,3.52500,,,,3.72500
03/19/2011 04:00:00,18.60000,20.00833,25.43333,3.00000,,,,3.68333
03/19/2011 05:00:00,18.55833,19.91667,25.29167,4.01667,,,,3.07500
03/19/2011 06:00:00,18.43333,19.77500,25.14167,3.32500,,,,2.36667
03/19/2011 07:00:00,18.80000,19.71667,25.01667,3.08333,,,,1.98333
03/19/2011 08:00:00,18.84167,19.72500,25.03333,8.43333,,,,1.20833
03/19/2011 09:00:00,18.98333,19.68333,25.00000,13.35833,,,,1.71667
03/19/2011 10:00:00,19.30833,19.78333,25.00000,15.75833,,,,2.41667
03/19/2011 11:00:00,19.55833,19.95000,25.05000,16.30000,,,,2.93333
03/19/2011 12:00:00,19.89167,20.09167,25.15000,18.15833,,,,3.70000
03/19/2011 13:00:00,20.56667,20.43333,25.35833,17.42500,,,,4.55833
03/19/2011 14:00:00,20.85833,20.73333,25.63333,16.01667,,,,5.10833
03/19/2011 15:00:00,21.15000,20.92500,25.78333,13.75000,,,,5.79167
03/19/2011 16:00:00,22.10833,21.33333,25.99167,11.60833,,,,6.78333
03/19/2011 17:00:00,23.17500,22.00000,26.40833,10.52500,,,,7.05833
03/19/2011 18:00:00,23.05833,22.03333,26.75833,10.29167,,,,5.48333
03/19/2011 19:00:00,21.55833,21.65833,26.65000,6.24167,,,,3.46667
03/19/2011 20:00:00,20.25833,21.03333,26.25833,3.44167,,,,1.97500
03/19/2011 21:00:00,19.61667,20.57500,25.90833,1.48333,,,,1.13333
03/19/2011 22:00:00,19.30000,20.24167,25.60000,0.30833,,,,1.11667
03/19/2011 23:00:00,18.85000,19.95000,25.35000,-0.52500,,,,0.41667
03/20/2011 00:00:00,18.50000,19.63333,25.01667,-1.26667,,,,-0.05833
03/20/2011 01:00:00,18.25833,19.42500,24.75833,-1.80909,,,,-0.70000
03/20/2011 02:00:00,18.07500,19.26667,24.52500,-2.45833,,,,-1.29167
03/20/2011 03:00:00,17.97500,19.40833,24.35833,-3.04167,,,,-1.15000
03/20/2011 04:00:00,18.50000,19.82500,24.47500,-3.45000,,,,-1.10000
03/20/2011 05:00:00,17.88333,19.14167,24.30000,-3.68333,,,,-1.42500
03/20/2011 06:00:00,18.65833,20.24167,24.42500,-3.82500,,,,-1.35000
03/20/2011 07:00:00,18.56667,19.30833,24.40000,-3.20000,,,,-1.34167
03/20/2011 08:00:00,18.52500,19.30833,24.40000,2.95000,,,,-0.96667
03/20/2011 09:00:00,18.52500,19.30000,24.35833,8.77500,,,,0.65833
03/20/2011 10:00:00,18.67500,19.39167,24.37500,10.82500,,,,2.18333
03/20/2011 11:00:00,18.95000,19.52500,24.41667,13.58333,,,,4.22500
03/20/2011 12:00:00,19.27500,19.62500,24.55000,10.75000,,,,5.88333
03/20/2011 13:00:00,19.21667,19.74167,24.60833,9.05000,,,,5.93333
03/20/2011 14:00:00,19.54167,19.93333,24.76667,9.25833,,,,7.01667
03/20/2011 15:00:00,19.55000,20.00000,24.93333,7.98333,,,,7.18333
03/20/2011 16:00:00,19.33333,20.00000,24.97500,7.05833,,,,6.91667
03/20/2011 17:00:00,19.22500,19.95833,24.91667,6.10833,,,,6.34167
03/20/2011 18:00:00,19.01667,19.85833,24.90833,4.55833,,,,4.91667
03/20/2011 19:00:00,19.03333,19.73333,24.85833,3.36667,,,,3.87500
03/20/2011 20:00:00,18.94167,19.64167,24.80000,3.00833,,,,3.66667
03/20/2011 21:00:00,18.80000,19.59167,24.80000,3.05833,,,,3.68333
03/20/2011 22:00:00,18.69167,19.50833,24.70833,3.10833,,,,3.92500
03/20/2011 23:00:00,18.52500,19.39167,24.75833,3.02500,,,,4.03333
03/21/2011 00:00:00,18.44167,19.32500,24.62500,2.90000,,,,4.23333
03/21/2011 01:00:00,18.35833,19.30000,24.59167,2.29167,,,,3.94167
03/21/2011 02:00:00,18.28333,19.30000,24.49167,2.28333,,,,4.01667
03/21/2011 03:00:00,18.27500,19.27500,24.42500,2.55833,,,,4.06667
03/21/2011 04:00:00,18.22500,19.30000,24.45833,2.96667,,,,4.58333
03/21/2011 05:00:00,18.25833,19.30000,24.55833,3.22500,,,,4.97500
03/21/2011 06:00:00,18.48333,19.37500,24.62500,3.63333,,,,5.10000
03/21/2011 07:00:00,19.02500,19.60000,24.81667,4.43333,,,,5.27500
03/21/2011 08:00:00,20.88333,22.33333,25.56667,4.12500,,,,5.40000
03/21/2011 09:00:00,21.19167,21.63333,26.38333,5.01667,,,,5.97500
03/21/2011 10:00:00,21.31667,21.70000,26.85000,5.93333,,,,6.98333
03/21/2011 11:00:00,21.46667,21.80000,27.19167,8.10000,,,,8.47500
03/21/2011 12:00:00,21.75000,22.05833,27.42500,9.35833,,,,9.55833
03/21/2011 13:00:00,21.58333,22.12500,27.59167,9.67500,,,,9.34167
03/21/2011 14:00:00,21.60000,21.99167,27.50000,12.65833,,,,10.15000
03/21/2011 15:00:00,23.52500,22.91667,27.87500,13.67500,,,,10.06667
03/21/2011 16:00:00,24.22500,23.22500,28.26667,11.75000,,,,9.70000
03/21/2011 17:00:00,23.00000,23.27500,28.37500,9.70833,,,,7.83333
03/21/2011 18:00:00,22.33333,23.05000,28.48333,8.07500,,,,7.03333
03/21/2011 19:00:00,21.51667,22.68333,28.29167,7.10000,,,,6.44167
03/21/2011 20:00:00,20.85000,22.25000,27.93333,6.35000,,,,6.45833
03/21/2011 21:00:00,20.40000,21.85000,27.55833,6.05833,,,,6.37500
03/21/2011 22:00:00,20.03333,21.57500,27.22500,6.33333,,,,6.15000
03/21/2011 23:00:00,19.70000,21.22500,26.97500,5.45000,,,,5.49167
03/22/2011 00:00:00,19.39167,20.90833,26.61667,4.76667,,,,5.54167
03/22/2011 01:00:00,19.18333,20.67500,26.29167,4.71667,,,,5.59167
03/22/2011 02:00:00,18.95000,20.45833,25.99167,4.44167,,,,5.30833
03/22/2011 03:00:00,18.86667,20.32500,25.83333,4.84167,,,,4.73333
03/22/2011 04:00:00,18.72500,20.10000,25.65833,4.60833,,,,4.12500
03/22/2011 05:00:00,18.49167,19.89167,25.41667,5.00000,,,,3.38333
03/22/2011 06:00:00,18.89167,19.82500,25.30833,4.78333,,,,3.44167
03/22/2011 07:00:00,18.99167,20.20000,25.40833,6.80000,,,,3.65000
03/22/2011 08:00:00,21.15833,22.65833,26.07500,9.36667,,,,4.50000
03/22/2011 09:00:00,21.03333,22.15833,26.64167,9.58333,,,,4.78333
03/22/2011 10:00:00,21.35833,23.81667,27.28333,9.80000,,,,5.10833
03/22/2011 11:00:00,21.05000,22.33333,27.18333,10.70833,,,,6.45833
03/22/2011 12:00:00,21.57500,23.10000,26.98333,9.28333,,,,6.34167
03/22/2011 13:00:00,22.40833,23.70000,27.52500,10.64167,,,,6.95000
03/22/2011 14:00:00,22.63333,24.05833,28.51667,10.70833,,,,6.87500
03/22/2011 15:00:00,22.82500,23.96667,29.05000,9.30000,,,,6.76667
03/22/2011 16:00:00,22.05833,22.99167,29.25833,8.56667,,,,6.39167
03/22/2011 17:00:00,22.30833,23.71667,29.23333,7.34167,,,,6.17500
03/22/2011 18:00:00,22.22500,23.82500,29.22500,6.86667,,,,5.69167
03/22/2011 19:00:00,21.22500,22.49167,29.02500,6.26667,,,,4.55000
03/22/2011 20:00:00,20.32500,21.72500,28.53333,5.56667,,,,3.84167
03/22/2011 21:00:00,19.60833,21.07500,28.05833,4.78333,,,,3.26667
03/22/2011 22:00:00,19.15000,20.61667,27.60833,2.90000,,,,3.13333
03/22/2011 23:00:00,18.90000,20.35833,27.34167,2.53333,,,,3.42500
03/23/2011 00:00:00,18.72500,20.08333,27.00000,2.38333,,,,3.30000
03/23/2011 01:00:00,18.49167,19.80833,26.71667,1.70833,,,,2.64167
03/23/2011 02:00:00,18.38333,19.54167,26.45000,0.81667,,,,1.88333
03/23/2011 03:00:00,18.18333,19.29167,26.18333,-0.16667,,,,1.07500
03/23/2011 04:00:00,18.09167,19.30000,26.00833,-1.07500,,,,0.75000
03/23/2011 05:00:00,18.00833,19.30000,25.90000,-2.67500,,,,-0.68333
03/23/2011 06:00:00,18.57500,19.30000,25.90000,-3.00833,,,,-2.09167
03/23/2011 07:00:00,18.60000,19.40000,25.92500,-2.80000,,,,-2.20833
03/23/2011 08:00:00,20.76364,22.44545,26.44545,-3.37273,,,,-2.26364
03/23/2011 09:00:00,21.38333,22.62500,27.32500,-2.31667,,,,-1.98333
03/23/2011 10:00:00,21.64167,23.12500,27.07500,-1.64167,,,,-1.69167
03/23/2011 11:00:00,23.02500,25.04167,27.84167,-0.40000,,,,-1.49167
03/23/2011 12:00:00,22.75000,25.31667,28.23333,-2.14167,,,,-1.80000
03/23/2011 13:00:00,22.85833,24.81667,28.34167,-2.27500,,,,-2.19167
03/23/2011 14:00:00,22.60000,24.20000,28.27500,-2.42500,,,,-2.00833
03/23/2011 15:00:00,22.31667,23.88333,28.09167,-2.24167,,,,-1.99167
03/23/2011 16:00:00,21.05833,22.19167,27.57500,-1.72500,,,,-1.66667
03/23/2011 17:00:00,21.42500,22.35000,27.44167,-1.90000,,,,-1.30000
03/23/2011 18:00:00,21.28333,22.80833,27.35833,-1.80833,,,,-0.83333
03/23/2011 19:00:00,20.61667,22.12500,27.30833,-2.48333,,,,-1.10833
03/23/2011 20:00:00,19.65833,21.46667,26.78333,-2.76667,,,,-0.85000
03/23/2011 21:00:00,19.17500,20.96667,26.30833,-2.01667,,,,-0.09167
03/23/2011 22:00:00,18.89167,20.59167,25.96667,-1.61667,,,,0.05833
03/23/2011 23:00:00,18.63333,20.20833,25.80000,-1.15833,,,,-0.00833
03/24/2011 00:00:00,18.32500,19.77500,25.40833,-1.43333,,,,-0.36667
03/24/2011 01:00:00,18.04167,19.49167,25.08333,-1.40000,,,,-0.47500
03/24/2011 02:00:00,17.86667,19.30000,24.80000,-1.95833,,,,-1.05000
03/24/2011 03:00:00,17.67500,19.13333,24.60000,-1.73333,,,,-2.27500
03/24/2011 04:00:00,18.00000,19.75000,24.46667,-1.35833,,,,-3.78333
03/24/2011 05:00:00,17.61667,19.20833,24.46667,-4.55833,,,,-4.76667
03/24/2011 06:00:00,17.97500,19.06667,24.38333,-5.65833,,,,-5.20000
03/24/2011 07:00:00,18.09167,19.21667,24.40000,-5.13333,,,,-5.33333
03/24/2011 08:00:00,20.63333,22.55833,25.16667,1.95000,,,,-4.55000
03/24/2011 09:00:00,21.46667,22.80000,26.29167,6.51667,,,,-4.18333
03/24/2011 10:00:00,21.69167,22.77500,26.61667,10.62500,,,,-3.71667
03/24/2011 11:00:00,22.91667,24.23333,27.15833,14.29167,,,,-2.65833
03/24/2011 12:00:00,23.44167,24.44167,27.72500,14.44167,,,,-2.00000
03/24/2011 13:00:00,23.47500,23.65833,27.85833,14.48333,,,,-1.90000
03/24/2011 14:00:00,23.59167,23.13333,27.70000,13.46667,,,,-1.25000
03/24/2011 15:00:00,24.19167,23.20833,27.73333,10.84167,,,,-0.72500
03/24/2011 16:00:00,24.70833,23.19167,27.80000,8.15000,,,,0.10000
03/24/2011 17:00:00,24.55000,23.45000,27.86667,5.95000,,,,0.15833
03/24/2011 18:00:00,24.01667,23.49167,27.75000,4.15000,,,,-0.00833
03/24/2011 19:00:00,22.41667,23.21667,27.47500,-1.32500,,,,-0.70833
03/24/2011 20:00:00,20.79167,22.45000,26.89167,-2.59167,,,,-2.32500
03/24/2011 21:00:00,19.83333,21.75833,26.20833,-4.29167,,,,-3.07500
03/24/2011 22:00:00,19.33333,21.25000,25.76667,-4.82500,,,,-3.65000
03/24/2011 23:00:00,18.92500,20.89167,25.41667,-5.96667,,,,-4.20833
03/25/2011 00:00:00,18.61667,20.57500,25.00000,-6.73333,,,,-4.55000
03/25/2011 01:00:00,18.35833,20.31667,24.67500,-6.92500,,,,-4.90000
03/25/2011 02:00:00,18.11667,20.05833,24.40833,-7.39167,,,,-5.29167
03/25/2011 03:00:00,17.90833,19.87500,24.17500,-7.82500,,,,-5.30833
03/25/2011 04:00:00,17.75833,19.65000,23.93333,-8.11667,,,,-5.53333
03/25/2011 05:00:00,17.65833,19.59167,23.77500,-8.50000,,,,-5.60000
03/25/2011 06:00:00,18.12500,19.56667,23.71667,-7.70000,,,,-5.91667
03/25/2011 07:00:00,18.24167,19.71667,23.84167,-6.19167,,,,-5.27500
03/25/2011 08:00:00,20.82500,22.87500,24.61667,0.95833,,,,-4.96667
03/25/2011 09:00:00,21.49167,23.05000,25.62500,6.22500,,,,-3.15000
03/25/2011 10:00:00,21.08333,22.21667,25.55000,10.83333,,,,-1.70000
03/25/2011 11:00:00,21.30833,22.21667,25.70000,14.60000,,,,-1.37500
03/25/2011 12:00:00,21.75833,22.25833,25.80000,16.46667,,,,-0.55833
03/25/2011 13:00:00,22.49167,23.19167,26.15000,17.08333,,,,-0.28333
03/25/2011 14:00:00,23.52500,23.11667,26.50000,17.49167,,,,1.13333
03/25/2011 15:00:00,22.59167,22.07500,26.35833,16.00000,,,,1.95833
03/25/2011 16:00:00,21.84167,21.55833,25.96667,13.25833,,,,1.35833
03/25/2011 17:00:00,21.72500,22.00833,25.95000,11.70833,,,,0.11667
03/25/2011 18:00:00,22.13333,22.30000,26.04167,6.13333,,,,-0.54167
03/25/2011 19:00:00,20.76667,21.90833,25.94167,0.48333,,,,-2.45833
03/25/2011 20:00:00,19.43333,21.15000,25.40833,-3.14167,,,,-3.68333
03/25/2011 21:00:00,18.85833,20.48333,25.56667,-4.70833,,,,-4.05000
03/25/2011 22:00:00,18.40833,20.08333,25.55833,-5.60000,,,,-4.60000
03/25/2011 23:00:00,18.12500,19.81667,25.43333,-6.76667,,,,-5.10833
03/26/2011 00:00:00,17.95833,19.58333,25.29167,-7.04167,,,,-4.81667
03/26/2011 01:00:00,17.75000,19.38333,25.13333,-7.60833,,,,-5.33333
03/26/2011 02:00:00,17.50000,19.20833,24.94167,-8.60000,,,,-5.75833
03/26/2011 03:00:00,17.43333,18.96667,24.71667,-9.06667,,,,-6.05000
03/26/2011 04:00:00,18.12500,20.15833,24.82500,-9.06667,,,,-6.29167
03/26/2011 05:00:00,17.45833,19.01667,24.60833,-8.83333,,,,-6.32500
03/26/2011 06:00:00,17.80833,18.90000,24.45000,-8.97500,,,,-6.50833
03/26/2011 07:00:00,18.60000,20.37500,24.66667,-7.20833,,,,-6.67500
03/26/2011 08:00:00,18.15000,19.30000,24.60833,0.61667,,,,-5.65000
03/26/2011 09:00:00,18.10000,19.22500,24.55833,7.23333,,,,-4.61667
03/26/2011 10:00:00,18.41667,19.28333,24.58333,10.72500,,,,-3.95833
03/26/2011 11:00:00,18.70000,19.30000,24.60000,13.34167,,,,-3.30833
03/26/2011 12:00:00,19.07500,19.39167,24.70000,15.06667,,,,-2.30833
03/26/2011 13:00:00,19.75833,19.50833,24.82500,14.81667,,,,-2.08333
03/26/2011 14:00:00,20.63333,19.63333,24.95833,13.23333,,,,-1.35000
03/26/2011 15:00:00,21.64167,20.11667,25.13333,10.84167,,,,-0.30833
03/26/2011 16:00:00,22.14167,20.52500,25.37500,6.35833,,,,0.60000
03/26/2011 17:00:00,22.10000,20.59167,25.56667,6.45833,,,,0.44167
03/26/2011 18:00:00,21.71667,20.43333,25.61667,3.69167,,,,0.16667
03/26/2011 19:00:00,20.58333,20.29167,25.60000,1.20000,,,,-1.56364
03/26/2011 20:00:00,19.35833,19.87500,25.40000,-1.65000,,,,-2.95833
03/26/2011 21:00:00,18.86667,19.55833,25.10000,-3.75000,,,,-3.15000
03/26/2011 22:00:00,18.34167,19.31667,24.89167,-4.65000,,,,-3.83333
03/26/2011 23:00:00,18.23333,19.79167,24.73333,-5.40000,,,,-4.01667
03/27/2011 00:00:00,18.11667,19.42500,24.77500,-6.06667,,,,-4.33333
03/27/2011 01:00:00,18.42500,20.20000,24.71667,-6.26667,,,,-4.35000
03/27/2011 02:00:00,18.24167,20.00000,24.63333,-6.60000,,,,-4.40000
03/27/2011 03:00:00,18.01667,19.43333,24.69167,-7.25000,,,,-4.58333
03/27/2011 04:00:00,18.35833,20.05833,24.65833,-7.43333,,,,-4.66667
03/27/2011 05:00:00,18.32500,20.12500,24.62500,-8.00833,,,,-5.59167
03/27/2011 06:00:00,18.36667,19.31667,24.60000,-8.46667,,,,-6.10833
03/27/2011 07:00:00,18.29167,19.12500,24.55833,-6.45000,,,,-5.93333
03/27/2011 08:00:00,18.38333,19.91667,24.45000,1.18333,,,,-5.19167
03/27/2011 09:00:00,18.53333,19.52500,24.60000,7.71667,,,,-4.25833
03/27/2011 10:00:00,18.68333,19.33333,24.60000,11.15833,,,,-3.91667
03/27/2011 11:00:00,18.82500,19.30000,24.60000,13.49167,,,,-3.20833
03/27/2011 12:00:00,19.02500,19.26667,24.60000,15.42500,,,,-2.35833
03/27/2011 13:00:00,19.63333,19.30833,24.70000,15.13333,,,,-1.64167
03/27/2011 14:00:00,20.41667,19.50000,24.84167,14.16667,,,,-0.89167
03/27/2011 15:00:00,21.23333,19.68333,24.95833,11.33333,,,,-0.36667
03/27/2011 16:00:00,21.85833,20.08333,25.11667,8.20833,,,,0.64167
03/27/2011 17:00:00,21.98333,20.35833,25.29167,4.52500,,,,1.40833
03/27/2011 18:00:00,21.82500,20.67500,25.50000,3.10000,,,,1.51667
03/27/2011 19:00:00,20.73333,20.50833,25.59167,0.43333,,,,-0.55833
03/27/2011 20:00:00,19.41667,20.00833,25.35000,-1.85833,,,,-1.40833
03/27/2011 21:00:00,18.87500,19.64167,25.07500,-3.25833,,,,-2.20833
03/27/2011 22:00:00,18.31667,19.35000,24.83333,-4.18333,,,,-3.05833
03/27/2011 23:00:00,17.95000,19.10000,24.66667,-4.81667,,,,-3.95000
03/28/2011 00:00:00,18.45833,19.96667,24.71667,-5.27500,,,,-4.18333
03/28/2011 01:00:00,18.23333,19.87500,24.63333,-5.93333,,,,-3.76667
03/28/2011 02:00:00,18.13333,19.49167,24.70000,-6.55000,,,,-3.91667
03/28/2011 03:00:00,18.35833,20.24167,24.70833,-6.49167,,,,-4.31667
03/28/2011 04:00:00,18.25000,20.00833,24.65000,-6.55000,,,,-4.31667
03/28/2011 05:00:00,17.94167,19.57500,24.70000,-6.96667,,,,-4.10000
03/28/2011 06:00:00,18.96667,20.27500,24.80833,-6.76667,,,,-4.71667
03/28/2011 07:00:00,18.53333,19.38333,24.80000,-4.61667,,,,-4.41667
03/28/2011 08:00:00,20.81667,22.47500,25.18333,3.44167,,,,-3.32500
03/28/2011 09:00:00,22.03333,22.90833,26.34167,8.75000,,,,-2.11667
03/28/2011 10:00:00,21.84167,22.05833,26.75833,12.55833,,,,-0.95833
03/28/2011 11:00:00,21.85000,22.15833,26.93333,14.35833,,,,0.19167
03/28/2011 12:00:00,22.05000,22.34167,27.11667,16.95000,,,,1.18333
03/28/2011 13:00:00,22.64167,22.59167,27.38333,18.43333,,,,1.99167
03/28/2011 14:00:00,23.54167,22.86667,27.61667,17.80000,,,,2.56667
03/28/2011 15:00:00,24.30833,23.32500,27.90000,13.73333,,,,3.64167
03/28/2011 16:00:00,25.01667,23.70000,28.11667,8.02500,,,,4.72500
03/28/2011 17:00:00,25.06667,23.89167,28.32500,6.01667,,,,4.97500
