@relation dodgers

@attribute Date numeric
@attribute Time numeric
@attribute Reading numeric
@attribute TimeOfDay numeric

@data
7,3600,22,1
7,3900,21,1
7,660,28,1
7,960,25,1
7,1260,28,1
7,1560,28,1
7,1860,20,1
7,2160,27,1
7,2460,33,1
7,2760,25,1
7,3060,40,1
7,3360,38,1
7,3660,28,1
7,3960,24,1
7,720,32,0
7,1020,35,0
7,1320,44,0
7,1620,35,0
7,1920,32,0
7,2220,47,0
7,2520,40,0
7,2820,31,0
7,3120,42,0
7,3420,38,0
7,3720,39,0
7,4020,26,0
7,780,30,1
7,1080,33,1
7,1380,31,1
7,1680,30,1
7,1980,38,1
7,2280,41,1
7,2580,31,1
7,2880,19,1
7,3180,28,1
7,3480,32,1
7,3780,35,1
7,4080,38,1
7,840,38,1
7,1140,21,1
7,1440,22,1
7,1740,40,1
7,2040,36,1
7,2340,27,1
7,2640,33,1
7,2940,44,1
7,3240,33,1
7,3540,31,1
7,3840,46,1
7,4140,39,1
7,900,38,1
7,1200,34,1
7,1500,49,1
7,1800,50,1
7,2100,36,1
7,2400,36,1
7,2700,37,1
7,3000,42,1
7,3300,40,1
7,3600,38,1
7,3900,32,1
7,4200,33,1
7,960,30,1
7,1260,44,1
7,1560,40,1
7,1860,37,1
7,2160,29,1
7,2460,41,1
7,2760,33,1
7,3060,35,1
7,3360,37,1
7,3660,35,1
7,3960,34,1
7,4260,41,1
7,1020,36,2
7,1320,43,2
7,1620,32,2
7,1920,44,2
7,2220,40,2
7,2520,42,2
7,2820,27,2
7,3120,40,2
7,3420,35,2
7,3720,33,2
7,4020,43,2
7,4320,41,2
7,1080,41,2
7,1380,24,2
7,1680,27,2
7,1980,36,2
7,2280,31,2
7,2580,34,2
7,2880,37,2
7,3180,25,2
7,3480,33,2
7,3780,35,2
7,4080,32,2
7,4380,38,2
7,1140,23,2
7,1440,23,2
7,1740,48,2
7,2040,36,2
7,2340,41,2
7,2640,30,2
7,2940,34,2
7,3240,27,2
7,3540,29,2
7,3840,34,2
7,4140,20,2
7,4440,37,2
7,1200,36,2
7,1500,20,2
7,1800,26,2
7,2100,20,2
7,2400,23,2
7,2700,34,2
7,3000,20,2
7,3300,29,2
7,3600,25,2
7,3900,15,2
7,4200,28,2
7,4500,24,2
7,1260,30,2
7,1560,22,2
7,1860,26,2
7,2160,20,2
7,2460,23,2
7,2760,22,2
7,3060,26,2
7,3360,28,2
7,3660,29,2
7,3960,16,2
7,4260,14,2
7,4560,12,2
7,1320,28,2
7,1620,19,2
7,1920,11,2
7,2220,17,2
7,2520,18,2
7,2820,16,2
7,3120,21,2
7,3420,27,2
7,3720,20,2
7,4020,23,2
7,4320,10,2
7,4620,15,2
7,1380,9,2
7,1680,13,2
7,1980,18,2
7,2280,21,2
7,2580,12,2
7,2880,19,2
7,3180,12,2
7,3480,9,2
7,3780,13,2
7,4080,12,2
7,4380,13,2
7,4680,12,2
3,0,11,0
3,300,9,0
3,600,9,0
3,900,12,0
3,1200,11,0
3,1500,7,0
3,1800,4,0
3,2100,7,0
3,2400,12,0
3,2700,1,0
3,3000,4,0
3,3300,6,0
3,60,13,0
3,360,6,0
3,660,8,0
3,960,6,0
3,1260,5,0
3,1560,4,0
3,1860,4,0
3,2160,9,0
3,2460,9,0
3,2760,6,0
3,3060,11,0
3,3360,4,0
3,120,6,0
3,420,5,0
3,720,6,0
3,1020,3,0
3,1320,10,0
3,1620,7,0
3,1920,8,0
3,2220,3,0
3,2520,8,0
3,2820,4,0
3,3120,6,0
3,3420,5,0
3,180,3,0
3,480,5,0
3,780,3,0
3,1080,4,0
3,1380,2,0
3,1680,3,0
3,1980,4,0
3,2280,3,0
3,2580,5,0
3,2880,2,0
3,3180,1,0
3,3480,3,0
3,240,5,0
3,540,2,0
3,840,2,0
3,1140,3,0
3,1440,3,0
3,1740,4,0
3,2040,2,0
3,2340,1,0
3,2640,1,0
3,2940,0,0
3,3240,4,0
3,3540,7,0
3,300,1,0
3,600,5,0
3,900,0,0
3,1200,0,0
3,1500,4,0
3,1800,5,0
3,2100,4,0
3,2400,7,0
3,2700,8,0
3,3000,7,0
3,3300,10,0
3,3600,1,0
3,360,5,0
3,660,8,0
3,960,9,0
3,1260,7,0
3,1560,12,0
3,1860,13,0
3,2160,9,0
3,2460,16,0
3,2760,14,0
3,3060,16,0
3,3360,14,0
3,3660,11,0
3,420,15,0
3,720,6,0
3,1020,12,0
3,1320,17,0
3,1620,6,0
3,1920,17,0
3,2220,12,0
3,2520,24,0
3,2820,13,0
3,3120,17,0
3,3420,23,0
3,3720,24,0
3,480,19,0
3,780,17,0
3,1080,17,0
3,1380,14,0
3,1680,20,0
3,1980,20,0
3,2280,17,0
3,2580,13,0
3,2880,20,0
3,3180,19,0
3,3480,31,0
3,3780,25,0
3,540,22,1
3,840,19,1
3,1140,24,1
3,1440,23,1
3,1740,18,1
3,2040,18,1
3,2340,32,1
3,2640,25,1
3,2940,27,1
3,3240,35,1
3,3540,20,1
3,3840,38,1
3,600,21,1
3,900,31,1
3,1200,27,1
3,1500,26,1
3,1800,22,1
3,2100,31,1
3,2400,32,1
3,2700,29,1
3,3000,27,1
3,3300,30,1
3,3600,20,1
3,3900,32,1
3,660,17,1
3,960,15,1
3,1260,20,1
3,1560,21,1
3,1860,35,1
3,2160,30,1
3,2460,28,1
3,2760,29,1
3,3060,30,1
3,3360,25,1
3,3660,27,1
3,3960,23,1
3,720,32,0
3,1020,21,0
3,1320,23,0
3,1620,29,0
3,1920,27,0
3,2220,24,0
3,2520,27,0
3,2820,30,0
3,3120,37,0
3,3420,26,0
3,3720,30,0
3,4020,30,0
3,780,29,1
3,1080,27,1
3,1380,43,1
3,1680,29,1
3,1980,37,1
3,2280,31,1
3,2580,28,1
3,2880,23,1
3,3180,31,1
3,3480,31,1
3,3780,29,1
3,4080,22,1
3,840,21,1
3,1140,32,1
3,1440,28,1
3,1740,28,1
3,2040,30,1
3,2340,29,1
3,2640,40,1
3,2940,27,1
3,3240,36,1
3,3540,30,1
3,3840,31,1
3,4140,36,1
3,900,30,1
3,1200,33,1
3,1500,17,1
3,1800,28,1
3,2100,38,1
3,2400,42,1
3,2700,20,1
3,3000,31,1
3,3300,37,1
3,3600,22,1
3,3900,35,1
3,4200,27,1
3,960,29,1
3,1260,25,1
3,1560,29,1
3,1860,31,1
3,2160,25,1
3,2460,28,1
3,2760,31,1
3,3060,32,1
3,3360,24,1
3,3660,33,1
3,3960,23,1
3,4260,29,1
3,1020,23,2
3,1320,22,2
3,1620,25,2
3,1920,29,2
3,2220,28,2
3,2520,34,2
3,2820,23,2
3,3120,25,2
3,3420,28,2
3,3720,27,2
3,4020,19,2
3,4320,27,2
3,1080,23,2
3,1380,32,2
3,1680,23,2
3,1980,23,2
3,2280,27,2
3,2580,25,2
3,2880,26,2
3,3180,31,2
3,3480,34,2
3,3780,36,2
3,4080,43,2
3,4380,24,2
3,1140,35,2
3,1440,31,2
3,1740,21,2
3,2040,35,2
3,2340,19,2
3,2640,37,2
3,2940,39,2
3,3240,39,2
3,3540,40,2
3,3840,33,2
3,4140,23,2
3,4440,33,2
3,1200,26,2
3,1500,36,2
3,1800,33,2
3,2100,15,2
3,2400,20,2
3,2700,28,2
3,3000,22,2
3,3300,21,2
3,3600,29,2
3,3900,19,2
3,4200,18,2
3,4500,29,2
3,1260,22,2
3,1560,29,2
3,1860,21,2
3,2160,38,2
3,2460,14,2
3,2760,23,2
3,3060,26,2
3,3360,20,2
3,3660,22,2
3,3960,28,2
3,4260,25,2
3,4560,29,2
3,1320,35,2
3,1620,34,2
3,1920,26,2
3,2220,27,2
3,2520,33,2
3,2820,28,2
3,3120,24,2
3,3420,26,2
3,3720,25,2
3,4020,21,2
3,4320,16,2
3,4620,18,2
3,1380,28,2
3,1680,20,2
3,1980,18,2
3,2280,21,2
3,2580,18,2
3,2880,20,2
3,3180,25,2
3,3480,13,2
3,3780,19,2
3,4080,15,2
3,4380,14,2
3,4680,8,2
5,0,24,0
5,300,17,0
5,600,16,0
5,900,11,0
5,1200,11,0
5,1500,10,0
5,1800,11,0
5,2100,12,0
5,2400,7,0
5,2700,7,0
5,3000,5,0
5,3300,7,0
5,60,3,0
5,360,11,0
5,660,8,0
5,960,6,0
5,1260,10,0
5,1560,9,0
5,1860,8,0
5,2160,3,0
5,2460,8,0
5,2760,8,0
5,3060,11,0
5,3360,8,0
5,120,6,0
5,420,2,0
5,720,12,0
5,1020,11,0
5,1320,11,0
5,1620,3,0
5,1920,1,0
5,2220,7,0
5,2520,7,0
5,2820,9,0
5,3120,4,0
5,3420,3,0
5,180,9,0
5,480,9,0
5,780,6,0
5,1080,4,0
5,1380,4,0
5,1680,8,0
5,1980,2,0
5,2280,7,0
5,2580,5,0
5,2880,4,0
5,3180,3,0
5,3480,1,0
5,240,5,0
5,540,6,0
5,840,1,0
5,1140,2,0
5,1440,6,0
5,1740,4,0
5,2040,3,0
5,2340,3,0
5,2640,3,0
5,2940,2,0
5,3240,3,0
5,3540,1,0
5,300,4,0
5,600,3,0
5,900,2,0
5,1200,3,0
5,1500,5,0
5,1800,4,0
5,2100,2,0
5,2400,2,0
5,2700,6,0
5,3000,8,0
5,3300,3,0
5,3600,6,0
5,360,2,0
5,660,3,0
5,960,3,0
5,1260,7,0
5,1560,6,0
5,1860,7,0
5,2160,1,0
5,2460,11,0
5,2760,10,0
5,3060,4,0
5,3360,6,0
5,3660,5,0
5,420,3,0
5,720,7,0
5,1020,9,0
5,1320,5,0
5,1620,6,0
5,1920,10,0
5,2220,17,0
5,2520,13,0
5,2820,12,0
5,3120,12,0
5,3420,19,0
5,3720,19,0
5,480,10,0
5,780,14,0
5,1080,11,0
5,1380,10,0
5,1680,8,0
5,1980,13,0
5,2280,13,0
5,2580,17,0
5,2880,14,0
5,3180,16,0
5,3480,21,0
5,3780,11,0
5,540,18,1
5,840,18,1
5,1140,12,1
5,1440,21,1
5,1740,19,1
5,2040,17,1
5,2340,16,1
5,2640,20,1
5,2940,13,1
5,3240,22,1
5,3540,33,1
5,3840,21,1
5,600,24,1
5,900,25,1
5,1200,16,1
5,1500,20,1
5,1800,30,1
5,2100,28,1
5,2400,22,1
5,2700,24,1
5,3000,22,1
5,3300,21,1
5,3600,19,1
5,3900,26,1
5,660,21,1
5,960,29,1
5,1260,26,1
5,1560,21,1
5,1860,23,1
5,2160,33,1
5,2460,27,1
5,2760,34,1
5,3060,38,1
5,3360,29,1
5,3660,33,1
5,3960,42,1
5,720,20,0
5,1020,27,0
5,1320,29,0
5,1620,27,0
5,1920,24,0
5,2220,19,0
5,2520,25,0
5,2820,25,0
5,3120,21,0
5,3420,40,0
5,3720,19,0
5,4020,17,0
5,780,21,1
5,1080,15,1
5,1380,23,1
5,1680,24,1
5,1980,30,1
5,2280,34,1
5,2580,27,1
5,2880,29,1
5,3180,23,1
5,3480,22,1
5,3780,25,1
5,4080,27,1
5,840,40,1
5,1140,27,1
5,1440,32,1
5,1740,23,1
5,2040,33,1
5,2340,30,1
5,2640,29,1
5,2940,24,1
5,3240,24,1
5,3540,26,1
5,3840,26,1
5,4140,23,1
5,900,37,1
5,1200,38,1
5,1500,37,1
5,1800,38,1
5,2100,36,1
5,2400,27,1
5,2700,29,1
5,3000,28,1
5,3300,24,1
5,3600,34,1
5,3900,33,1
5,4200,21,1
5,960,24,1
5,1260,18,1
5,1560,26,1
5,1860,13,1
5,2160,23,1
5,2460,22,1
5,2760,27,1
5,3060,32,1
5,3360,28,1
5,3660,17,1
5,3960,21,1
5,4260,26,1
5,1020,33,2
5,1320,28,2
5,1620,28,2
5,1920,29,2
5,2220,31,2
5,2520,27,2
5,2820,31,2
5,3120,22,2
5,3420,25,2
5,3720,33,2
5,4020,26,2
5,4320,20,2
5,1080,23,2
5,1380,33,2
5,1680,29,2
5,1980,28,2
5,2280,18,2
5,2580,32,2
5,2880,16,2
5,3180,23,2
5,3480,14,2
5,3780,30,2
5,4080,24,2
5,4380,39,2
5,1140,28,2
5,1440,36,2
5,1740,30,2
5,2040,21,2
5,2340,30,2
5,2640,30,2
5,2940,22,2
5,3240,26,2
5,3540,27,2
5,3840,21,2
5,4140,27,2
5,4440,25,2
5,1200,23,2
5,1500,19,2
5,1800,22,2
5,2100,21,2
5,2400,19,2
5,2700,15,2
5,3000,25,2
5,3300,27,2
5,3600,24,2
5,3900,17,2
5,4200,22,2
5,4500,26,2
5,1260,18,2
5,1560,14,2
5,1860,15,2
5,2160,17,2
5,2460,14,2
5,2760,21,2
5,3060,19,2
5,3360,17,2
5,3660,20,2
5,3960,16,2
5,4260,21,2
5,4560,17,2
5,1320,14,2
5,1620,14,2
5,1920,17,2
5,2220,11,2
5,2520,16,2
5,2820,12,2
5,3120,16,2
5,3420,13,2
5,3720,13,2
5,4020,10,2
5,4320,9,2
5,4620,11,2
5,1380,8,2
5,1680,9,2
5,1980,13,2
5,2280,11,2
5,2580,10,2
5,2880,10,2
5,3180,13,2
5,3480,5,2
5,3780,9,2
5,4080,9,2
5,4380,8,2
5,4680,10,2
1,0,3,0
1,300,6,0
1,600,6,0
1,900,5,0
1,1200,7,0
1,1500,3,0
1,1800,2,0
1,2100,7,0
1,2400,6,0
1,2700,4,0
1,3000,2,0
1,3300,2,0
1,60,3,0
1,360,3,0
1,660,4,0
1,960,1,0
1,1260,4,0
1,1560,2,0
1,1860,2,0
1,2160,3,0
1,2460,4,0
1,2760,5,0
1,3060,5,0
1,3360,2,0
1,120,1,0
1,420,5,0
1,720,3,0
1,1020,2,0
1,1320,2,0
1,1620,1,0
1,1920,4,0
1,2220,5,0
1,2520,2,0
1,2820,3,0
1,3120,0,0
1,3420,1,0
1,180,2,0
1,480,4,0
1,780,0,0
1,1080,0,0
1,1380,1,0
1,1680,3,0
1,1980,5,0
1,2280,2,0
1,2580,0,0
1,2880,2,0
1,3180,2,0
1,3480,1,0
1,240,2,0
1,540,0,0
1,840,3,0
1,1140,2,0
1,1440,5,0
1,1740,4,0
1,2040,3,0
1,2340,4,0
1,2640,2,0
1,2940,6,0
1,3240,7,0
1,3540,7,0
1,300,5,0
1,600,6,0
1,900,4,0
1,1200,11,0
1,1500,7,0
1,1800,9,0
1,2100,10,0
1,2400,9,0
1,2700,10,0
1,3000,14,0
1,3300,13,0
1,3600,13,0
1,360,17,0
1,660,16,0
1,960,14,0
1,1260,7,0
1,1560,15,0
1,1860,23,0
1,2160,21,0
1,2460,24,0
1,2760,34,0
1,3060,25,0
1,3360,19,0
1,3660,19,0
1,420,43,0
1,720,36,0
1,1020,30,0
1,1320,42,0
1,1620,43,0
1,1920,50,0
1,2220,35,0
1,2520,41,0
1,2820,32,0
1,3120,44,0
1,3420,46,0
1,3720,46,0
1,480,37,0
1,780,38,0
1,1080,28,0
1,1380,41,0
1,1680,32,0
1,1980,38,0
1,2280,45,0
1,2580,46,0
1,2880,34,0
1,3180,37,0
1,3480,50,0
1,3780,42,0
1,540,43,1
1,840,32,1
1,1140,34,1
1,1440,36,1
1,1740,33,1
1,2040,35,1
1,2340,24,1
1,2640,41,1
1,2940,34,1
1,3240,39,1
1,3540,33,1
1,3840,31,1
1,600,27,1
1,900,27,1
1,1200,29,1
1,1500,36,1
1,1800,28,1
1,2100,22,1
1,2400,26,1
1,2700,42,1
1,3000,21,1
1,3300,22,1
1,3600,27,1
1,3900,37,1
1,660,28,1
1,960,17,1
1,1260,32,1
1,1560,20,1
1,1860,25,1
1,2160,32,1
1,2460,27,1
1,2760,32,1
1,3060,30,1
1,3360,33,1
1,3660,26,1
1,3960,36,1
1,720,35,0
1,1020,28,0
1,1320,39,0
1,1620,30,0
1,1920,15,0
1,2220,28,0
1,2520,30,0
1,2820,31,0
1,3120,38,0
1,3420,17,0
1,3720,36,0
1,4020,26,0
1,780,36,1
1,1080,20,1
1,1380,49,1
1,1680,34,1
1,1980,32,1
1,2280,31,1
1,2580,38,1
1,2880,23,1
1,3180,26,1
1,3480,29,1
1,3780,33,1
1,4080,25,1
1,840,42,1
1,1140,35,1
1,1440,32,1
1,1740,32,1
1,2040,35,1
1,2340,34,1
1,2640,42,1
1,2940,40,1
1,3240,48,1
1,3540,41,1
1,3840,35,1
1,4140,35,1
1,900,30,1
1,1200,34,1
1,1500,49,1
1,1800,40,1
1,2100,35,1
1,2400,38,1
1,2700,29,1
1,3000,31,1
1,3300,42,1
1,3600,38,1
1,3900,31,1
1,4200,39,1
1,960,34,1
1,1260,31,1
1,1560,32,1
1,1860,46,1
1,2160,28,1
1,2460,46,1
1,2760,28,1
1,3060,49,1
1,3360,34,1
1,3660,41,1
1,3960,36,1
1,4260,30,1
1,1020,32,2
1,1320,40,2
1,1620,38,2
1,1920,44,2
1,2220,40,2
1,2520,33,2
1,2820,40,2
1,3120,32,2
1,3420,46,2
1,3720,43,2
1,4020,39,2
1,4320,31,2
1,1080,37,2
1,1380,30,2
1,1680,38,2
1,1980,35,2
1,2280,40,2
1,2580,23,2
1,2880,42,2
1,3180,34,2
1,3480,20,2
1,3780,14,2
1,4080,22,2
1,4380,21,2
1,1140,19,2
1,1440,26,2
1,1740,37,2
1,2040,30,2
1,2340,27,2
1,2640,26,2
1,2940,31,2
1,3240,25,2
1,3540,32,2
1,3840,22,2
1,4140,18,2
1,4440,26,2
1,1200,18,2
1,1500,19,2
1,1800,20,2
1,2100,26,2
1,2400,28,2
1,2700,16,2
1,3000,23,2
1,3300,9,2
1,3600,28,2
1,3900,27,2
1,4200,26,2
1,4500,20,2
1,1260,29,2
1,1560,36,2
1,1860,27,2
1,2160,31,2
1,2460,31,2
1,2760,28,2
1,3060,56,2
1,3360,43,2
1,3660,50,2
1,3960,56,2
1,4260,61,2
1,4560,45,2
1,1320,43,2
1,1620,37,2
1,1920,35,2
1,2220,46,2
1,2520,21,2
1,2820,22,2
1,3120,21,2
1,3420,23,2
1,3720,8,2
1,4020,12,2
1,4320,10,2
1,4620,6,2
1,1380,11,2
1,1680,4,2
1,1980,11,2
1,2280,9,2
1,2580,11,2
1,2880,13,2
1,3180,8,2
1,3480,5,2
1,3780,5,2
1,4080,7,2
1,4380,3,2
1,4680,5,2
4,0,6,0
4,300,9,0
4,600,9,0
4,900,4,0
4,1200,5,0
4,1500,3,0
4,1800,6,0
4,2100,5,0
4,2400,6,0
4,2700,6,0
4,3000,7,0
4,3300,3,0
4,60,8,0
4,360,5,0
4,660,4,0
4,960,1,0
4,1260,1,0
4,1560,5,0
4,1860,2,0
4,2160,3,0
4,2460,4,0
4,2760,1,0
4,3060,3,0
4,3360,1,0
4,120,5,0
4,420,4,0
4,720,4,0
4,1020,2,0
4,1320,2,0
4,1620,5,0
4,1920,2,0
4,2220,1,0
4,2520,2,0
4,2820,1,0
4,3120,2,0
4,3420,1,0
4,180,2,0
4,480,0,0
4,780,0,0
4,1080,2,0
4,1380,5,0
4,1680,0,0
4,1980,3,0
4,2280,0,0
4,2580,0,0
4,2880,1,0
4,3180,2,0
4,3480,2,0
4,240,4,0
4,540,2,0
4,840,1,0
4,1140,6,0
4,1440,2,0
4,1740,2,0
4,2040,4,0
4,2340,4,0
4,2640,2,0
4,2940,5,0
4,3240,7,0
4,3540,8,0
4,300,5,0
4,600,3,0
4,900,11,0
4,1200,9,0
4,1500,5,0
4,1800,7,0
4,2100,8,0
4,2400,11,0
4,2700,13,0
4,3000,15,0
4,3300,14,0
4,3600,18,0
4,360,12,0
4,660,23,0
4,960,16,0
4,1260,13,0
4,1560,27,0
4,1860,19,0
4,2160,26,0
4,2460,22,0
4,2760,32,0
4,3060,25,0
4,3360,28,0
4,3660,27,0
4,420,27,0
4,720,39,0
4,1020,45,0
4,1320,38,0
4,1620,34,0
4,1920,31,0
4,2220,37,0
4,2520,48,0
4,2820,32,0
4,3120,43,0
4,3420,34,0
4,3720,41,0
4,480,36,0
4,780,27,0
4,1080,40,0
4,1380,49,0
4,1680,36,0
4,1980,42,0
4,2280,35,0
4,2580,47,0
4,2880,42,0
4,3180,46,0
4,3480,56,0
4,3780,40,0
4,540,41,1
4,840,43,1
4,1140,36,1
4,1440,36,1
4,1740,48,1
4,2040,39,1
4,2340,23,1
4,2640,32,1
4,2940,36,1
4,3240,31,1
4,3540,36,1
4,3840,31,1
4,600,26,1
4,900,26,1
4,1200,37,1
4,1500,34,1
4,1800,30,1
4,2100,32,1
4,2400,32,1
4,2700,36,1
4,3000,28,1
4,3300,24,1
4,3600,35,1
4,3900,30,1
4,660,37,1
4,960,29,1
4,1260,31,1
4,1560,31,1
4,1860,30,1
4,2160,30,1
4,2460,33,1
4,2760,37,1
4,3060,31,1
4,3360,24,1
4,3660,35,1
4,3960,32,1
4,720,32,0
4,1020,33,0
4,1320,32,0
4,1620,26,0
4,1920,35,0
4,2220,25,0
4,2520,23,0
4,2820,27,0
4,3120,28,0
4,3420,33,0
4,3720,40,0
4,4020,29,0
4,780,33,1
4,1080,26,1
4,1380,36,1
4,1680,33,1
4,1980,33,1
4,2280,27,1
4,2580,34,1
4,2880,27,1
4,3180,30,1
4,3480,29,1
4,3780,24,1
4,4080,24,1
4,840,26,1
4,1140,23,1
4,1440,30,1
4,1740,35,1
4,2040,51,1
4,2340,29,1
4,2640,37,1
4,2940,42,1
4,3240,45,1
4,3540,31,1
4,3840,45,1
4,4140,42,1
4,900,41,1
4,1200,31,1
4,1500,39,1
4,1800,44,1
4,2100,36,1
4,2400,33,1
4,2700,25,1
4,3000,39,1
4,3300,41,1
4,3600,29,1
4,3900,41,1
4,4200,36,1
4,960,44,1
4,1260,39,1
4,1560,38,1
4,1860,32,1
4,2160,30,1
4,2460,38,1
4,2760,42,1
4,3060,30,1
4,3360,40,1
4,3660,36,1
4,3960,37,1
4,4260,35,1
4,1020,29,2
4,1320,26,2
4,1620,38,2
4,1920,38,2
4,2220,48,2
4,2520,40,2
4,2820,29,2
4,3120,36,2
4,3420,44,2
4,3720,43,2
4,4020,39,2
4,4320,33,2
4,1080,26,2
4,1380,41,2
4,1680,36,2
4,1980,34,2
4,2280,33,2
4,2580,38,2
4,2880,40,2
4,3180,32,2
4,3480,35,2
4,3780,51,2
4,4080,34,2
4,4380,27,2
4,1140,29,2
4,1440,46,2
4,1740,37,2
4,2040,37,2
4,2340,31,2
4,2640,34,2
4,2940,24,2
4,3240,26,2
4,3540,32,2
4,3840,23,2
4,4140,31,2
4,4440,30,2
4,1200,27,2
4,1500,18,2
4,1800,31,2
4,2100,31,2
4,2400,24,2
4,2700,29,2
4,3000,23,2
4,3300,21,2
4,3600,20,2
4,3900,19,2
4,4200,23,2
4,4500,19,2
4,1260,14,2
4,1560,27,2
4,1860,34,2
4,2160,23,2
4,2460,14,2
4,2760,20,2
4,3060,23,2
4,3360,29,2
4,3660,41,2
4,3960,46,2
4,4260,30,2
4,4560,32,2
4,1320,22,2
4,1620,17,2
4,1920,33,2
4,2220,31,2
4,2520,32,2
4,2820,52,2
4,3120,46,2
4,3420,30,2
4,3720,51,2
4,4020,48,2
4,4320,29,2
4,4620,13,2
4,1380,16,2
4,1680,15,2
4,1980,18,2
4,2280,12,2
4,2580,7,2
4,2880,16,2
4,3180,13,2
4,3480,12,2
4,3780,6,2
4,4080,10,2
4,4380,9,2
4,4680,8,2
4,0,7,0
4,300,12,0
4,600,4,0
4,900,6,0
4,1200,2,0
4,1500,5,0
4,1800,3,0
4,2100,5,0
4,2400,7,0
4,2700,1,0
4,3000,4,0
4,3300,4,0
4,60,2,0
4,360,7,0
4,660,3,0
4,960,2,0
4,1260,1,0
4,1560,6,0
4,1860,2,0
4,2160,4,0
4,2460,4,0
4,2760,5,0
4,3060,3,0
4,3360,2,0
4,120,2,0
4,420,0,0
4,720,2,0
4,1020,0,0
4,1320,0,0
4,1620,3,0
4,1920,0,0
4,2220,2,0
4,2520,0,0
4,2820,4,0
4,3120,1,0
4,3420,1,0
4,180,3,0
4,480,0,0
4,780,1,0
4,1080,1,0
4,1380,1,0
4,1680,0,0
4,1980,1,0
4,2280,0,0
4,2580,0,0
4,2880,0,0
4,3180,1,0
4,3480,3,0
4,240,1,0
4,540,2,0
4,840,1,0
4,1140,3,0
4,1440,4,0
4,1740,0,0
4,2040,4,0
4,2340,6,0
4,2640,2,0
4,2940,9,0
4,3240,4,0
4,3540,7,0
4,300,3,0
4,600,6,0
4,900,10,0
4,1200,7,0
4,1500,7,0
4,1800,3,0
4,2100,10,0
4,2400,9,0
4,2700,11,0
4,3000,11,0
4,3300,14,0
4,3600,9,0
4,360,4,0
4,660,16,0
4,960,20,0
4,1260,15,0
4,1560,16,0
4,1860,18,0
4,2160,22,0
4,2460,32,0
4,2760,32,0
4,3060,36,0
4,3360,28,0
4,3660,35,0
4,420,38,0
4,720,40,0
4,1020,42,0
4,1320,43,0
4,1620,39,0
4,1920,43,0
4,2220,35,0
4,2520,42,0
4,2820,42,0
4,3120,47,0
4,3420,41,0
4,3720,28,0
4,480,32,0
4,780,41,0
4,1080,36,0
4,1380,45,0
4,1680,31,0
4,1980,28,0
4,2280,43,0
4,2580,47,0
4,2880,41,0
4,3180,51,0
4,3480,36,0
4,3780,35,0
4,540,32,1
4,840,39,1
4,1140,24,1
4,1440,46,1
4,1740,34,1
4,2040,39,1
4,2340,42,1
4,2640,39,1
4,2940,42,1
4,3240,38,1
4,3540,47,1
4,3840,43,1
4,600,41,1
4,900,30,1
4,1200,30,1
4,1500,19,1
4,1800,30,1
4,2100,38,1
4,2400,38,1
4,2700,21,1
4,3000,28,1
4,3300,20,1
4,3600,28,1
4,3900,28,1
4,660,23,1
4,960,31,1
4,1260,27,1
4,1560,31,1
4,1860,30,1
4,2160,26,1
4,2460,29,1
4,2760,25,1
4,3060,42,1
4,3360,26,1
4,3660,32,1
4,3960,33,1
4,720,36,0
4,1020,18,0
4,1320,24,0
4,1620,25,0
4,1920,28,0
4,2220,36,0
4,2520,24,0
4,2820,26,0
4,3120,36,0
4,3420,24,0
4,3720,30,0
4,4020,33,0
4,780,23,1
4,1080,33,1
4,1380,24,1
4,1680,25,1
4,1980,23,1
4,2280,21,1
4,2580,34,1
4,2880,30,1
4,3180,28,1
4,3480,35,1
4,3780,23,1
4,4080,20,1
4,840,40,1
4,1140,29,1
4,1440,21,1
4,1740,45,1
4,2040,35,1
4,2340,39,1
4,2640,27,1
4,2940,38,1
4,3240,41,1
4,3540,50,1
4,3840,41,1
4,4140,29,1
4,900,43,1
4,1200,40,1
4,1500,49,1
4,1800,42,1
4,2100,38,1
4,2400,37,1
4,2700,34,1
4,3000,32,1
4,3300,42,1
4,3600,45,1
4,3900,36,1
4,4200,31,1
4,960,35,1
4,1260,37,1
4,1560,35,1
4,1860,36,1
4,2160,20,1
4,2460,39,1
4,2760,45,1
4,3060,37,1
4,3360,41,1
4,3660,42,1
4,3960,47,1
4,4260,49,1
4,1020,42,2
4,1320,41,2
4,1620,32,2
4,1920,29,2
4,2220,31,2
4,2520,47,2
4,2820,43,2
4,3120,48,2
4,3420,27,2
4,3720,38,2
4,4020,38,2
4,4320,29,2
4,1080,28,2
4,1380,34,2
4,1680,38,2
4,1980,47,2
4,2280,44,2
4,2580,32,2
4,2880,38,2
4,3180,38,2
4,3480,38,2
4,3780,42,2
4,4080,37,2
4,4380,32,2
4,1140,31,2
4,1440,37,2
4,1740,31,2
4,2040,28,2
4,2340,27,2
4,2640,22,2
4,2940,32,2
4,3240,28,2
4,3540,36,2
4,3840,28,2
4,4140,28,2
4,4440,35,2
4,1200,25,2
4,1500,22,2
4,1800,23,2
4,2100,27,2
4,2400,28,2
4,2700,24,2
4,3000,23,2
4,3300,22,2
4,3600,19,2
4,3900,22,2
4,4200,19,2
4,4500,22,2
4,1260,19,2
4,1560,32,2
4,1860,24,2
4,2160,28,2
4,2460,27,2
4,2760,28,2
4,3060,35,2
4,3360,25,2
4,3660,29,2
